"07496: Standpunktkarakterer, etter fag, kjønn, foreldrenes utdanningsnivå, år og region"
"fag";"kjønn";"foreldrenes utdanningsnivå";"Gjennomsnittlig standpunktkarakter 2026 31 Østfold";"Gjennomsnittlig standpunktkarakter 2026 32 Akershus";"Gjennomsnittlig standpunktkarakter 2026 03 Oslo - Oslove";"Gjennomsnittlig standpunktkarakter 2026 34 Innlandet";"Gjennomsnittlig standpunktkarakter 2026 33 Buskerud";"Gjennomsnittlig standpunktkarakter 2026 39 Vestfold";"Gjennomsnittlig standpunktkarakter 2026 40 Telemark";"Gjennomsnittlig standpunktkarakter 2026 42 Agder";"Gjennomsnittlig standpunktkarakter 2026 11 Rogaland";"Gjennomsnittlig standpunktkarakter 2026 46 Vestland";"Gjennomsnittlig standpunktkarakter 2026 15 Møre og Romsdal";"Gjennomsnittlig standpunktkarakter 2026 50 Trøndelag - Trööndelage";"Gjennomsnittlig standpunktkarakter 2026 18 Nordland - Nordlánnda"
"Fordypning i norsk";"Begge kjønn";"Universitets- og høgskolenivå, 4 år eller mindre";..;3.7;4.0;..;..;4.1;..;4.4;3.9;..;4.7;..;..
"Fordypning i norsk";"Begge kjønn";"Universitets- og høgskolenivå, mer enn 4 år";0.0;4.1;3.9;..;..;..;..;..;3.9;0.0;..;..;..
"Fordypning i norsk";"Begge kjønn";"Uoppgitt";..;..;3.5;..;..;..;0.0;..;..;0.0;..;..;0.0
"Fordypning i norsk";"Jenter";"Alle utdanningsnivå";4.8;4.3;4.0;..;4.6;3.8;..;4.4;3.9;..;4.7;4.2;4.2
"Fordypning i norsk";"Jenter";"Grunnskole eller ingen fullført utdanning";..;..;3.7;..;..;..;0.0;..;..;0.0;..;..;..
"Fordypning i norsk";"Jenter";"Videregåendeskole-nivå eller påbygging videregående";4.7;..;3.8;..;..;4.0;..;..;..;..;..;..;4.4
"Fordypning i norsk";"Jenter";"Universitets- og høgskolenivå, 4 år eller mindre";..;..;4.4;0.0;..;..;..;4.8;..;0.0;4.8;..;..
"Fordypning i norsk";"Jenter";"Universitets- og høgskolenivå, mer enn 4 år";0.0;4.1;..;..;..;0.0;..;..;..;0.0;..;..;0.0
"Fordypning i norsk";"Jenter";"Uoppgitt";..;..;..;0.0;0.0;..;0.0;..;..;0.0;0.0;..;0.0
"Fordypning i norsk";"Gutter";"Alle utdanningsnivå";..;3.7;3.4;3.9;3.7;3.6;3.4;3.3;3.9;..;3.9;4.0;..
"Fordypning i norsk";"Gutter";"Grunnskole eller ingen fullført utdanning";..;..;3.1;0.0;..;..;..;..;..;0.0;..;..;..
"Fordypning i norsk";"Gutter";"Videregåendeskole-nivå eller påbygging videregående";..;4.1;2.9;..;..;3.5;..;..;4.0;..;..;..;..
"Fordypning i norsk";"Gutter";"Universitets- og høgskolenivå, 4 år eller mindre";..;3.6;3.8;..;..;..;..;..;3.8;..;..;..;..
"Fordypning i norsk";"Gutter";"Universitets- og høgskolenivå, mer enn 4 år";0.0;..;3.7;..;..;..;..;..;4.0;0.0;..;..;..
"Fordypning i norsk";"Gutter";"Uoppgitt";0.0;..;..;..;..;..;0.0;..;..;0.0;..;0.0;0.0
"Kristendom, religion, livssyn og etikk";"Begge kjønn";"Alle utdanningsnivå";4.2;4.4;4.5;4.2;4.3;4.1;4.2;4.3;4.3;4.3;4.2;4.2;4.2
"Kristendom, religion, livssyn og etikk";"Begge kjønn";"Grunnskole eller ingen fullført utdanning";3.7;3.7;3.8;3.6;3.8;3.4;3.5;3.5;3.6;3.4;3.7;3.4;3.4
"Kristendom, religion, livssyn og etikk";"Begge kjønn";"Videregåendeskole-nivå eller påbygging videregående";3.9;4.0;4.1;3.9;4.0;3.8;3.9;4.0;3.9;3.9;4.0;3.8;4.0
"Kristendom, religion, livssyn og etikk";"Begge kjønn";"Universitets- og høgskolenivå, 4 år eller mindre";4.4;4.4;4.6;4.4;4.4;4.2;4.3;4.4;4.4;4.4;4.3;4.3;4.4
"Kristendom, religion, livssyn og etikk";"Begge kjønn";"Universitets- og høgskolenivå, mer enn 4 år";4.7;4.8;4.9;4.7;4.6;4.6;4.6;4.8;4.7;4.7;4.7;4.6;4.7
"Kristendom, religion, livssyn og etikk";"Begge kjønn";"Uoppgitt";3.3;3.4;3.6;3.7;3.3;3.4;3.6;4.0;3.6;3.4;3.4;3.2;3.4
"Kristendom, religion, livssyn og etikk";"Jenter";"Alle utdanningsnivå";4.5;4.6;4.8;4.5;4.5;4.4;4.5;4.6;4.6;4.6;4.5;4.5;4.5
"Kristendom, religion, livssyn og etikk";"Jenter";"Grunnskole eller ingen fullført utdanning";4.0;4.0;4.1;4.0;4.0;3.6;3.8;3.7;3.9;3.7;3.9;3.7;3.7
"Kristendom, religion, livssyn og etikk";"Jenter";"Videregåendeskole-nivå eller påbygging videregående";4.2;4.3;4.4;4.2;4.3;4.0;4.1;4.3;4.2;4.2;4.3;4.1;4.3
"Kristendom, religion, livssyn og etikk";"Jenter";"Universitets- og høgskolenivå, 4 år eller mindre";4.7;4.7;4.9;4.7;4.7;4.6;4.6;4.7;4.7;4.7;4.7;4.6;4.7
"Kristendom, religion, livssyn og etikk";"Jenter";"Universitets- og høgskolenivå, mer enn 4 år";5.0;5.0;5.1;5.0;4.9;4.9;4.9;5.0;5.0;4.9;4.9;5.0;4.9
"Kristendom, religion, livssyn og etikk";"Jenter";"Uoppgitt";3.6;3.4;4.1;3.9;3.4;3.8;..;4.2;3.7;4.0;4.0;3.3;3.9
"Kristendom, religion, livssyn og etikk";"Gutter";"Alle utdanningsnivå";3.9;4.1;4.3;4.0;4.0;3.9;3.9;4.0;4.0;4.0;3.9;3.9;4.0
"Kristendom, religion, livssyn og etikk";"Gutter";"Grunnskole eller ingen fullført utdanning";3.3;3.5;3.6;3.1;3.5;3.1;3.2;3.2;3.2;3.1;3.4;3.2;3.1
"Kristendom, religion, livssyn og etikk";"Gutter";"Videregåendeskole-nivå eller påbygging videregående";3.6;3.7;3.8;3.6;3.7;3.5;3.7;3.7;3.7;3.7;3.7;3.4;3.7
"Kristendom, religion, livssyn og etikk";"Gutter";"Universitets- og høgskolenivå, 4 år eller mindre";4.0;4.2;4.2;4.1;4.1;4.0;4.0;4.2;4.1;4.1;4.0;4.0;4.2
"Kristendom, religion, livssyn og etikk";"Gutter";"Universitets- og høgskolenivå, mer enn 4 år";4.4;4.5;4.7;4.5;4.4;4.3;4.3;4.6;4.4;4.6;4.4;4.3;4.5
"Kristendom, religion, livssyn og etikk";"Gutter";"Uoppgitt";3.0;3.5;3.3;3.6;3.2;2.8;..;..;3.4;3.0;2.9;3.0;2.9
"Samfunnsfag";"Begge kjønn";"Alle utdanningsnivå";4.3;4.4;4.6;4.3;4.3;4.2;4.2;4.3;4.4;4.4;4.3;4.2;4.3
"Samfunnsfag";"Begge kjønn";"Grunnskole eller ingen fullført utdanning";3.8;3.7;3.8;3.5;3.7;3.4;3.5;3.4;3.5;3.5;3.6;3.3;3.5
"Samfunnsfag";"Begge kjønn";"Videregåendeskole-nivå eller påbygging videregående";4.0;4.0;4.1;3.9;4.0;3.9;3.9;4.0;4.0;4.0;4.0;3.8;4.1
"Samfunnsfag";"Begge kjønn";"Universitets- og høgskolenivå, 4 år eller mindre";4.5;4.5;4.6;4.5;4.4;4.4;4.4;4.5;4.5;4.5;4.4;4.4;4.5
"Samfunnsfag";"Begge kjønn";"Universitets- og høgskolenivå, mer enn 4 år";4.9;4.8;5.0;4.8;4.7;4.7;4.7;4.8;4.8;4.8;4.8;4.7;4.8
"Samfunnsfag";"Begge kjønn";"Uoppgitt";3.4;3.4;3.6;3.6;3.4;3.4;3.7;4.1;3.7;3.4;3.3;3.1;3.7
"Samfunnsfag";"Jenter";"Alle utdanningsnivå";4.5;4.6;4.7;4.5;4.5;4.4;4.4;4.5;4.6;4.5;4.5;4.4;4.5
"Samfunnsfag";"Jenter";"Grunnskole eller ingen fullført utdanning";4.0;3.8;4.0;3.9;3.9;3.5;3.6;3.5;3.8;3.7;3.8;3.4;3.7
"Samfunnsfag";"Jenter";"Videregåendeskole-nivå eller påbygging videregående";4.2;4.2;4.3;4.1;4.2;4.0;4.1;4.2;4.2;4.2;4.2;4.0;4.3
"Samfunnsfag";"Jenter";"Universitets- og høgskolenivå, 4 år eller mindre";4.7;4.7;4.8;4.6;4.6;4.6;4.6;4.6;4.7;4.6;4.6;4.6;4.7
"Samfunnsfag";"Jenter";"Universitets- og høgskolenivå, mer enn 4 år";5.1;5.0;5.1;5.0;4.9;5.0;4.9;5.0;5.0;4.9;5.0;4.9;4.9
"Samfunnsfag";"Jenter";"Uoppgitt";3.6;3.4;3.8;3.6;3.4;3.8;..;4.4;3.7;3.8;3.5;3.0;4.2
"Samfunnsfag";"Gutter";"Alle utdanningsnivå";4.1;4.3;4.4;4.1;4.1;4.1;4.1;4.2;4.2;4.2;4.1;4.1;4.1
"Samfunnsfag";"Gutter";"Grunnskole eller ingen fullført utdanning";3.5;3.5;3.6;3.1;3.4;3.3;3.4;3.3;3.2;3.2;3.5;3.2;3.3
"Samfunnsfag";"Gutter";"Videregåendeskole-nivå eller påbygging videregående";3.8;3.9;3.9;3.7;3.8;3.7;3.8;3.8;3.8;3.8;3.8;3.6;3.8
"Samfunnsfag";"Gutter";"Universitets- og høgskolenivå, 4 år eller mindre";4.3;4.3;4.4;4.3;4.2;4.2;4.2;4.3;4.3;4.3;4.1;4.2;4.3
"Samfunnsfag";"Gutter";"Universitets- og høgskolenivå, mer enn 4 år";4.7;4.7;4.8;4.7;4.6;4.6;4.5;4.6;4.7;4.7;4.6;4.5;4.7
"Samfunnsfag";"Gutter";"Uoppgitt";3.2;3.4;3.4;3.5;3.4;2.9;..;..;3.6;3.1;3.2;3.2;3.2
