t,rate
2022-03-01,9.8598
2022-03-02,9.8826
2022-03-03,9.8418
2022-03-04,9.8358
2022-03-07,9.8325
2022-03-08,9.7925
2022-03-09,9.798
2022-03-10,9.919
2022-03-11,9.8033
2022-03-14,9.8588
2022-03-15,9.849
2022-03-16,9.7988
2022-03-17,9.78
2022-03-18,9.694
2022-03-21,9.6575
2022-03-22,9.6233
2022-03-23,9.6425
2022-03-24,9.4923
2022-03-25,9.5205
2022-03-28,9.5123
2022-03-29,9.5995
2022-03-30,9.6398
2022-03-31,9.711
2022-04-01,9.6628
2022-04-04,9.5489
2022-04-05,9.5398
2022-04-06,9.5523
2022-04-07,9.5595
2022-04-08,9.508
2022-04-11,9.5478
2022-04-12,9.5395
2022-04-13,9.5693
2022-04-19,9.5228
2022-04-20,9.5443
2022-04-21,9.5788
2022-04-22,9.6255
2022-04-25,9.7018
2022-04-26,9.7943
2022-04-27,9.7838
2022-04-28,9.899
2022-04-29,9.7525
2022-05-02,9.9248
2022-05-03,9.909
2022-05-04,9.9042
2022-05-05,9.8463
2022-05-06,9.9808
2022-05-09,10.0583
2022-05-10,10.2315
2022-05-11,10.1793
2022-05-12,10.2898
2022-05-13,10.2043
2022-05-16,10.2188
2022-05-18,10.2125
2022-05-19,10.3102
2022-05-20,10.262
2022-05-23,10.252
2022-05-24,10.289
2022-05-25,10.2704
2022-05-27,10.179
2022-05-30,10.1256
2022-05-31,10.0983
2022-06-01,10.0438
2022-06-02,10.0845
2022-06-03,10.103
2022-06-07,10.1843
2022-06-08,10.1395
2022-06-09,10.1818
2022-06-10,10.1495
2022-06-13,10.3222
2022-06-14,10.3945
2022-06-15,10.3868
2022-06-16,10.4588
2022-06-17,10.4525
2022-06-20,10.4085
2022-06-21,10.3283
2022-06-22,10.5045
2022-06-23,10.475
2022-06-24,10.4345
2022-06-27,10.408
2022-06-28,10.337
2022-06-29,10.3065
2022-06-30,10.3485
2022-07-01,10.3651
2022-07-04,10.2958
2022-07-05,10.285
2022-07-06,10.2803
2022-07-07,10.291
2022-07-08,10.263
2022-07-11,10.299
2022-07-12,10.2754
2022-07-13,10.2428
2022-07-14,10.2536
2022-07-15,10.2763
2022-07-18,10.2553
2022-07-19,10.176
2022-07-20,10.1323
2022-07-21,10.175
2022-07-22,10.1498
2022-07-25,10.0704
2022-07-26,10.0105
2022-07-27,9.9558
2022-07-28,9.8983
2022-07-29,9.8773
2022-08-01,9.8638
2022-08-02,9.9305
2022-08-03,9.8743
2022-08-04,9.9065
2022-08-05,9.982
2022-08-08,9.9405
2022-08-09,9.9365
2022-08-10,9.9118
2022-08-11,9.804
2022-08-12,9.813
2022-08-15,9.871
2022-08-16,9.8428
2022-08-17,9.8428
2022-08-18,9.8283
2022-08-19,9.8418
2022-08-22,9.7719
2022-08-23,9.7438
2022-08-24,9.636
2022-08-25,9.64
2022-08-26,9.667
2022-08-29,9.7675
2022-08-30,9.7553
2022-08-31,9.9388
2022-09-01,10.013
2022-09-02,10.0035
2022-09-05,9.9188
2022-09-06,9.8945
2022-09-07,9.9483
2022-09-08,10.0615
2022-09-09,9.9836
2022-09-12,9.9718
2022-09-13,9.9988
2022-09-14,10.1125
2022-09-15,10.1203
2022-09-16,10.1985
2022-09-19,10.2826
2022-09-20,10.273
2022-09-21,10.2858
2022-09-22,10.235
2022-09-23,10.2335
2022-09-26,10.3585
2022-09-27,10.3473
2022-09-28,10.4576
2022-09-29,10.4518
2022-09-30,10.5838
2022-10-03,10.5655
2022-10-04,10.4915
2022-10-05,10.4858
2022-10-06,10.4278
2022-10-07,10.4498
2022-10-10,10.3378
2022-10-11,10.4235
2022-10-12,10.4145
2022-10-13,10.3525
2022-10-14,10.3323
2022-10-17,10.342
2022-10-18,10.3528
2022-10-19,10.3823
2022-10-20,10.402
2022-10-21,10.4315
2022-10-24,10.392
2022-10-25,10.391
2022-10-26,10.3408
2022-10-27,10.342
2022-10-28,10.2695
2022-10-31,10.3028
2022-11-01,10.1835
2022-11-02,10.2388
2022-11-03,10.3543
2022-11-04,10.2019
2022-11-07,10.2555
2022-11-08,10.2795
2022-11-09,10.322
2022-11-10,10.3615
2022-11-11,10.2635
2022-11-14,10.3143
2022-11-15,10.357
2022-11-16,10.3675
2022-11-17,10.498
2022-11-18,10.486
2022-11-21,10.4898
2022-11-22,10.4445
2022-11-23,10.3659
2022-11-24,10.3435
2022-11-25,10.2985
2022-11-28,10.364
2022-11-29,10.3313
2022-11-30,10.2648
2022-12-01,10.2495
2022-12-02,10.2615
2022-12-05,10.3366
2022-12-06,10.4408
2022-12-07,10.5255
2022-12-08,10.488
2022-12-09,10.5345
2022-12-12,10.5548
2022-12-13,10.4679
2022-12-14,10.362
2022-12-15,10.4013
2022-12-16,10.4833
2022-12-19,10.5025
2022-12-20,10.5098
2022-12-21,10.4309
2022-12-22,10.4123
2022-12-23,10.4448
2022-12-27,10.4895
2022-12-28,10.4495
2022-12-29,10.55
2022-12-30,10.5138
2023-01-02,10.5135
2023-01-03,10.528
2023-01-04,10.738
2023-01-05,10.7248
2023-01-06,10.807
2023-01-09,10.6108
2023-01-10,10.6785
2023-01-11,10.738
2023-01-12,10.7228
2023-01-13,10.6945
2023-01-16,10.6945
2023-01-17,10.7463
2023-01-18,10.6553
2023-01-19,10.746
2023-01-20,10.7135
2023-01-23,10.6835
2023-01-24,10.7193
2023-01-25,10.7896
2023-01-26,10.762
2023-01-27,10.76
2023-01-30,10.7925
2023-01-31,10.9083
2023-02-01,10.8569
2023-02-02,10.9535
2023-02-03,10.9783
2023-02-06,11.0428
2023-02-07,11.1253
2023-02-08,11.026
2023-02-09,10.9123
2023-02-10,10.871
2023-02-13,10.8213
2023-02-14,10.8778
2023-02-15,10.9193
2023-02-16,10.9513
2023-02-17,11.015
2023-02-20,10.9683
2023-02-21,10.9468
2023-02-22,10.9665
2023-02-23,10.9545
2023-02-24,10.937
2023-02-27,10.9635
2023-02-28,10.9713
2023-03-01,11.0365
2023-03-02,11.085
2023-03-03,11.061
2023-03-06,11.110900000000001
2023-03-07,11.1935
2023-03-08,11.2205
2023-03-09,11.2715
2023-03-10,11.29
2023-03-13,11.3893
2023-03-14,11.335
2023-03-15,11.34
2023-03-16,11.4487
2023-03-17,11.4218
2023-03-20,11.421
2023-03-21,11.3125
2023-03-22,11.332
2023-03-23,11.284
2023-03-24,11.3065
2023-03-27,11.338
2023-03-28,11.324
2023-03-29,11.3005
2023-03-30,11.357
2023-03-31,11.394
2023-04-03,11.2515
2023-04-04,11.2345
2023-04-05,11.399
2023-04-11,11.5435
2023-04-12,11.4745
2023-04-13,11.457
2023-04-14,11.402
2023-04-17,11.364
2023-04-18,11.4675
2023-04-19,11.5335
2023-04-20,11.604
2023-04-21,11.6505
2023-04-24,11.647
2023-04-25,11.695
2023-04-26,11.722
2023-04-27,11.714
2023-04-28,11.791
2023-05-02,11.762
2023-05-03,11.886
2023-05-04,11.8282
2023-05-05,11.6895
2023-05-08,11.5505
2023-05-09,11.575
2023-05-10,11.5485
2023-05-11,11.518
2023-05-12,11.631
2023-05-15,11.583
2023-05-16,11.613
2023-05-19,11.701
2023-05-22,11.7765
2023-05-23,11.792
2023-05-24,11.8175
2023-05-25,11.7695
2023-05-26,11.8218
2023-05-30,11.8745
2023-05-31,12.0045
2023-06-01,11.967
2023-06-02,11.845
2023-06-05,11.8275
2023-06-06,11.8775
2023-06-07,11.7975
2023-06-08,11.758
2023-06-09,11.612
2023-06-12,11.634
2023-06-13,11.6235
2023-06-14,11.476
2023-06-15,11.5025
2023-06-16,11.517
2023-06-19,11.6335
2023-06-20,11.7155
2023-06-21,11.747
2023-06-22,11.599
2023-06-23,11.8565
2023-06-26,11.708
2023-06-27,11.7563
2023-06-28,11.8395
2023-06-29,11.7645
2023-06-30,11.704
2023-07-03,11.6945
2023-07-04,11.5958
2023-07-05,11.6455
2023-07-06,11.637
2023-07-07,11.7085
2023-07-10,11.5635
2023-07-11,11.452
2023-07-12,11.331
2023-07-13,11.248
2023-07-14,11.2105
2023-07-17,11.242
2023-07-18,11.3395
2023-07-19,11.266
2023-07-20,11.1555
2023-07-21,11.1775
2023-07-24,11.1925
2023-07-25,11.1605
2023-07-26,11.2
2023-07-27,11.1275
2023-07-28,11.168
2023-07-31,11.1805
2023-08-01,11.211
2023-08-02,11.1615
2023-08-03,11.2765
2023-08-04,11.1858
2023-08-07,11.1485
2023-08-08,11.295
2023-08-09,11.2063
2023-08-10,11.1785
2023-08-11,11.4225
2023-08-14,11.434
2023-08-15,11.4705
2023-08-16,11.453
2023-08-17,11.4985
2023-08-18,11.58
2023-08-21,11.5205
2023-08-22,11.5195
2023-08-23,11.573
2023-08-24,11.5775
2023-08-25,11.518
2023-08-28,11.5705
2023-08-29,11.5645
2023-08-30,11.546
2023-08-31,11.58
2023-09-01,11.486
2023-09-04,11.5005
2023-09-05,11.5435
2023-09-06,11.492
2023-09-07,11.4805
2023-09-08,11.422
2023-09-11,11.424
2023-09-12,11.454
2023-09-13,11.478
2023-09-14,11.5038
2023-09-15,11.422
2023-09-18,11.5688
2023-09-19,11.4905
2023-09-20,11.482
2023-09-21,11.527
2023-09-22,11.427
2023-09-25,11.43
2023-09-26,11.44
2023-09-27,11.361
2023-09-28,11.316
2023-09-29,11.2535
2023-10-02,11.3225
2023-10-03,11.4258
2023-10-04,11.5135
2023-10-05,11.5703
2023-10-06,11.609
2023-10-09,11.4828
2023-10-10,11.4965
2023-10-11,11.4953
2023-10-12,11.5165
2023-10-13,11.516
2023-10-16,11.517
2023-10-17,11.576
2023-10-18,11.595
2023-10-19,11.6973
2023-10-20,11.6808
2023-10-23,11.7985
2023-10-24,11.8255
2023-10-25,11.838
2023-10-26,11.855
2023-10-27,11.8285
2023-10-30,11.7905
2023-10-31,11.8735
2023-11-01,11.796
2023-11-02,11.8743
2023-11-03,11.8535
2023-11-06,11.8235
2023-11-07,11.922
2023-11-08,11.9305
2023-11-09,11.9335
2023-11-10,11.8725
2023-11-13,11.877
2023-11-14,11.945
2023-11-15,11.746
2023-11-16,11.7675
2023-11-17,11.811
2023-11-20,11.72
2023-11-21,11.67
2023-11-22,11.702
2023-11-23,11.711
2023-11-24,11.7345
2023-11-27,11.684
2023-11-28,11.7165
2023-11-29,11.6965
2023-11-30,11.72
2023-12-01,11.698
2023-12-04,11.678
